Gender,Ethnicity
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,ASIAN AND PACIFIC ISLANDER
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,BLACK NON HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
FEMALE,WHITE NON HISPANIC
